hazard,median_year_built,occupancy,walls,roofing,roof_type,percent_owner_occupied,percent_renter_occupied,imp_surfaces,forested,housing_density,pop_density,pop,median_age,percent_african_american,percent_native_american,percent_asain,percent_hispanic,ext_ind,service_ind,income_poverty,per_capita_income,secondary_hazard_31,secondary_hazard_32,event_size_1,event_size_2,event_size_3,height_1,height_2,height_3,height_6,footprint_1,footprint_2,footprint_3,footprint_4,footprint_5,roughness_2,roughness_3
0.9321571591329776,-1.5184643613282398,-2.8900644909485416,1.6231505367007493,0.8220692108807909,-1.3144050121010498,-1.9393094675137366,1.3248111869074244,2.598658310704204,-1.838360602382029,-0.48019991243113935,-0.5938439895113262,-1.4091037629568148,1.82520491749959,5.803078286371349,-0.44519693028751733,-0.5157004372415007,-0.6636342680043704,-1.251306479486587,1.3128679246598078,-1.3854647753541216,-0.5383262986139895,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3718968976851777,0.06717304508785572,0.2109127405562134,0.015562230941395623,-0.17826461827212134,-0.06186628529179426,1.234032705293502,-1.1245965160591227,1.1644931109287706,-0.2909635485784507,1.5073034006388122,1.2560674325507983,-0.7966102163959718,1.401524654261471,1.2528086890744488,-0.44519693028751733,-0.5157004372415007,0.24288643466974472,-1.251306479486587,-0.31348844614217053,-0.8921596461632789,0.47512384415519904,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.11108608632154664,0.13611380188855554,0.2109127405562134,0.12503957076013267,0.12183553047375215,1.296149386932978,-0.08927231955244022,-0.45481867135621507,-1.0891950601469103,2.0301320321269167,-0.5603624660557456,-0.6473977657023345,-0.32290266072251095,-0.8439807409005452,-0.44617630418891935,-0.44519693028751733,-0.5157004372415007,-0.6636342680043704,-0.2721404861649692,0.19106576984190002,-0.3015669624916436,-0.7423761502148113,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5023023033669932,0.13611380188855554,0.2109127405562134,-2.6407037509763898,-2.529049116781465,-0.06186628529179426,-0.08927231955244022,-0.45481867135621507,-1.0891950601469103,1.643282768676022,-0.5603624660557456,-0.6473977657023345,-0.32290266072251095,-0.8439807409005452,-0.44617630418891935,-0.44519693028751733,-0.5157004372415007,-0.6636342680043704,-0.2721404861649692,0.19106576984190002,-0.3015669624916436,-0.7423761502148113,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1931931936026896,0.4808175858920546,0.2109127405562134,0.2402788758324879,-0.17826461827212134,-0.06186628529179426,0.32332758583630594,-0.32231041385969883,-1.0891950601469103,0.48273497832333845,-0.5541222672705967,-0.6383013108947708,-0.7495835583266937,0.32820132072490277,-0.23137459612500907,-0.44519693028751733,-0.5157004372415007,-0.5386044014029435,-0.3313485774102803,0.9950129051456206,-0.7273430832781714,-0.11212108630362441,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.24149149200336217,0.4808175858920546,0.2109127405562134,0.00980026568777748,-0.17826461827212134,1.296149386932978,0.32332758583630594,-0.32231041385969883,-1.0891950601469103,0.48273497832333845,-0.5541222672705967,-0.6383013108947708,-0.7495835583266937,0.32820132072490277,-0.23137459612500907,-0.44519693028751733,-0.5157004372415007,-0.5386044014029435,-0.3313485774102803,0.9950129051456206,-0.7273430832781714,-0.11212108630362441,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.41536536624578285,0.27399531548995515,0.5166428901411833,0.4131378334410204,0.12183553047375215,-0.028904739849445252,-2.1282600817299544,2.8076939422018135,0.9596123681037088,0.09588571487244388,-0.517881112787616,-0.6075527312635699,-0.9870108319935372,1.246175224407494,1.8953780333057468,0.7321626775053969,-0.02167494575638628,0.12384938198632671,-0.9319753811913774,3.607037606883409,-1.00890471154023,-1.4468103252845148,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8500500518518347,1.3081066675004522,0.2109127405562134,0.1308015360137503,-0.17826461827212134,-0.028904739849445252,0.375425657065574,0.0879991413686011,-0.2696720888466626,0.48273497832333845,-0.5452419843840385,-0.6189553295434737,0.2299473195065645,-1.1546796006085136,-0.44617630418891935,-0.44519693028751733,-0.5157004372415007,-0.46003294165870967,-0.4768353586331581,-0.004260350409985519,0.25011069938767466,-0.37973120616797446,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6327077090488088,1.3081066675004522,0.2109127405562134,0.12503957076013267,-0.17826461827212134,0.23478762368934536,0.375425657065574,0.0879991413686011,-0.2696720888466626,0.48273497832333845,-0.5452419843840385,-0.6189553295434737,0.2299473195065645,-1.1546796006085136,-0.44617630418891935,-0.44519693028751733,-0.5157004372415007,-0.46003294165870967,-0.4768353586331581,-0.004260350409985519,0.25011069938767466,-0.37973120616797446,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8500500518518347,1.3081066675004522,0.2109127405562134,0.1308015360137503,-0.17826461827212134,-0.028904739849445252,0.375425657065574,0.0879991413686011,-0.2696720888466626,0.48273497832333845,-0.5452419843840385,-0.6189553295434737,0.2299473195065645,-1.1546796006085136,-0.44617630418891935,-0.44519693028751733,-0.5157004372415007,-0.46003294165870967,-0.4768353586331581,-0.004260350409985519,0.25011069938767466,-0.37973120616797446,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
