hazard,median_year_built,occupancy,walls,roofing,roof_type,percent_owner_occupied,percent_renter_occupied,imp_surfaces,forested,housing_density,pop_density,pop,median_age,percent_african_american,percent_native_american,percent_asain,percent_hispanic,ext_ind,service_ind,income_poverty,per_capita_income,secondary_hazard_31,secondary_hazard_32,event_size_1,event_size_2,event_size_3,height_1,height_2,height_3,height_6,footprint_1,footprint_2,footprint_3,footprint_4,footprint_5,roughness_2,roughness_3,target
0.9321571591329776,-1.5184643613282398,-2.8900644909485416,1.6231505367007493,0.8220692108807909,-1.3144050121010498,-1.9393094675137368,1.3248111869074244,2.598658310704204,-1.838360602382029,-0.4801999124311393,-0.5938439895113262,-1.4091037629568148,1.82520491749959,5.803078286371349,-0.4451969302875173,-0.5157004372415007,-0.6636342680043704,-1.251306479486587,1.3128679246598078,-1.3854647753541216,-0.5383262986139895,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2
-0.3718968976851777,0.0671730450878557,0.2109127405562134,0.0155622309413956,-0.1782646182721213,-0.0618662852917942,1.234032705293502,-1.1245965160591227,1.1644931109287706,-0.2909635485784507,1.5073034006388122,1.2560674325507983,-0.7966102163959718,1.401524654261471,1.2528086890744488,-0.4451969302875173,-0.5157004372415007,0.2428864346697447,-1.251306479486587,-0.3134884461421705,-0.8921596461632789,0.475123844155199,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.1110860863215466,0.1361138018885555,0.2109127405562134,0.1250395707601326,0.1218355304737521,1.296149386932978,-0.0892723195524402,-0.454818671356215,-1.0891950601469105,2.0301320321269167,-0.5603624660557456,-0.6473977657023345,-0.3229026607225109,-0.8439807409005452,-0.4461763041889193,-0.4451969302875173,-0.5157004372415007,-0.6636342680043704,-0.2721404861649692,0.1910657698419,-0.3015669624916436,-0.7423761502148113,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.5023023033669932,0.1361138018885555,0.2109127405562134,-2.6407037509763898,-2.529049116781465,-0.0618662852917942,-0.0892723195524402,-0.454818671356215,-1.0891950601469105,1.643282768676022,-0.5603624660557456,-0.6473977657023345,-0.3229026607225109,-0.8439807409005452,-0.4461763041889193,-0.4451969302875173,-0.5157004372415007,-0.6636342680043704,-0.2721404861649692,0.1910657698419,-0.3015669624916436,-0.7423761502148113,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
0.1931931936026896,0.4808175858920546,0.2109127405562134,0.2402788758324879,-0.1782646182721213,-0.0618662852917942,0.3233275858363059,-0.3223104138596988,-1.0891950601469105,0.4827349783233384,-0.5541222672705967,-0.6383013108947708,-0.7495835583266937,0.3282013207249027,-0.231374596125009,-0.4451969302875173,-0.5157004372415007,-0.5386044014029435,-0.3313485774102803,0.9950129051456206,-0.7273430832781714,-0.1121210863036244,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2
-0.2414914920033621,0.4808175858920546,0.2109127405562134,0.0098002656877774,-0.1782646182721213,1.296149386932978,0.3233275858363059,-0.3223104138596988,-1.0891950601469105,0.4827349783233384,-0.5541222672705967,-0.6383013108947708,-0.7495835583266937,0.3282013207249027,-0.231374596125009,-0.4451969302875173,-0.5157004372415007,-0.5386044014029435,-0.3313485774102803,0.9950129051456206,-0.7273430832781714,-0.1121210863036244,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.4153653662457828,0.2739953154899551,0.5166428901411833,0.4131378334410204,0.1218355304737521,-0.0289047398494452,-2.1282600817299544,2.807693942201813,0.9596123681037088,0.0958857148724438,-0.517881112787616,-0.6075527312635699,-0.9870108319935372,1.246175224407494,1.8953780333057468,0.7321626775053969,-0.0216749457563862,0.1238493819863267,-0.9319753811913774,3.607037606883409,-1.00890471154023,-1.4468103252845148,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.8500500518518347,1.3081066675004522,0.2109127405562134,0.1308015360137503,-0.1782646182721213,-0.0289047398494452,0.375425657065574,0.0879991413686011,-0.2696720888466626,0.4827349783233384,-0.5452419843840385,-0.6189553295434737,0.2299473195065645,-1.1546796006085136,-0.4461763041889193,-0.4451969302875173,-0.5157004372415007,-0.4600329416587096,-0.4768353586331581,-0.0042603504099855,0.2501106993876746,-0.3797312061679744,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.6327077090488088,1.3081066675004522,0.2109127405562134,0.1250395707601326,-0.1782646182721213,0.2347876236893453,0.375425657065574,0.0879991413686011,-0.2696720888466626,0.4827349783233384,-0.5452419843840385,-0.6189553295434737,0.2299473195065645,-1.1546796006085136,-0.4461763041889193,-0.4451969302875173,-0.5157004372415007,-0.4600329416587096,-0.4768353586331581,-0.0042603504099855,0.2501106993876746,-0.3797312061679744,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.8500500518518347,1.3081066675004522,0.2109127405562134,0.1308015360137503,-0.1782646182721213,-0.0289047398494452,0.375425657065574,0.0879991413686011,-0.2696720888466626,0.4827349783233384,-0.5452419843840385,-0.6189553295434737,0.2299473195065645,-1.1546796006085136,-0.4461763041889193,-0.4451969302875173,-0.5157004372415007,-0.4600329416587096,-0.4768353586331581,-0.0042603504099855,0.2501106993876746,-0.3797312061679744,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
